/CAN/Yawrate1,/CAN/ENG_Trq_DMD,/CAN/VehicleSpeed,/CAN/AccPedal,/CAN/ENG_Trq_ZWR,/Plugins/Velocity_X,/GPS/Direction,/CAN/EngineTemperature
0.01382752515493223,0.057055500385351364,0.0418373621603274,0.009477100709394046,0.058927365817265265,0.06327339633306031,0.003938336948038509,2.97926290486099
0.013748792102565334,0.05512773952679383,0.04195915477884125,0.008785267447823562,0.06169033469867788,0.0633600655906163,0.004204060955424749,2.9794447929686627
0.012877589309471981,0.05750162216331794,0.042024989902310066,0.007386923793682464,0.058170095271501576,0.06339200247401128,0.003931342254010581,2.98022951967054
0.013179809172603793,0.05846560319096722,0.04224711855833695,0.006844766927439037,0.06074054196837114,0.06355302282816438,0.003973177461831234,2.980485819097289
0.013113492111211624,0.05862288408461781,0.04217333887006613,0.006860121310607058,0.06120429269990957,0.06350378799191975,0.0037914504777186303,2.9811306943950746
0.013957663081626225,0.058586653971611856,0.0421562040962962,0.007055216307245718,0.061512034201472277,0.06350423816847856,0.0036935656764715066,2.981147863572245
0.013894490947507918,0.0584135937746451,0.04208239871570681,0.007278666087730548,0.06168210751605041,0.06347171762060266,0.003737393426633477,2.9799935690706723
0.013349435067996435,0.05824890849832125,0.04200334553527397,0.007484665888933907,0.06177624671591203,0.06341439838937588,0.0037489997061901023,2.978776595385965
0.012242341600385665,0.061178987652504215,0.041922270763673795,0.007592036606253502,0.0617899733009587,0.06334332310732561,0.003740809134992154,2.9775108928483833
0.013826938150955773,0.05334055104005067,0.04185164767054899,0.008227056251540354,0.05853526675578355,0.0632557977023592,0.003768161074423043,2.9761592743876477
0.013258447378820308,0.059314998470950495,0.04184791623170025,0.007072491315409282,0.057145691561756695,0.06314686599408624,0.0040876715330380314,2.9760493587857755
0.013907688496180431,0.058701276367123884,0.04199119398241908,0.007330997871068924,0.056403016045925625,0.0632026754568346,0.0041270297777985035,2.9760720449328573
0.014057465122134401,0.05844942269390043,0.04202860129160268,0.0075469150249337785,0.05612207402763025,0.0632038633270382,0.004182102352284674,2.9761897880774906
0.013080168731316979,0.05849359747952619,0.042147662397093576,0.0075445846760040375,0.05598807628350644,0.0632828316963334,0.004082930882413856,2.9762332603808144
0.014012961897272257,0.05869906018435949,0.04225786158294851,0.007406688631337116,0.05591300613188421,0.06336065671377972,0.003865517685521902,2.9762527386480744
0.013639589617625156,0.05882985895723945,0.042342769669051115,0.007252989944491792,0.059578715394368764,0.06342758532257736,0.0037492681763276192,2.9761649848746234
0.013821655138991692,0.058872066604230645,0.042293577008682394,0.007147113522535192,0.05695366728776763,0.06342285052930777,0.003353506850774693,2.9762227214818946
0.012830462386811209,0.06190706094783704,0.04236463173169839,0.007137808525486435,0.0564814613528489,0.06350266143291146,0.003416758431506059,2.974776651108212
0.01311315406980881,0.06005240133035779,0.042333903213900424,0.00787659402178828,0.05693800921228742,0.06345242839153595,0.0034228050279853095,2.9736603746277335
0.013897475628782113,0.05643242778698175,0.042286161844932384,0.008018502871932363,0.05660487513911222,0.06341839838141686,0.003429270918009486,2.973721972013115
0.01311673819707506,0.05812635901399103,0.04233050740651612,0.007165989329355894,0.05637857588836376,0.06342925562583693,0.0034593494050290663,2.9738209587211473
0.01373332820344906,0.05575769698838943,0.04240342546197825,0.006808139057636366,0.056127712883002834,0.06344375571979763,0.0033799859659772863,2.973938998265755
0.012452447445053395,0.057596917016425796,0.042390174277205726,0.0061945881001206834,0.055834545177715855,0.06341428836992818,0.0033612961600738706,2.9738213722801157
0.013311236136033498,0.05817959177515378,0.04237887137054535,0.006216122132171813,0.05550613483065628,0.06333867461315362,0.0032438742890520747,2.9723909776907447
0.015378565009903783,0.05518014955307211,0.042297890828704714,0.006498856173326989,0.055358028893765926,0.06323153734340084,0.003306101167493136,2.9706685428503974
0.014608669681302644,0.059698895309190335,0.042233611569613104,0.006233792624913116,0.05515762511923725,0.06315093681093153,0.0033926843245736804,2.9689755591809273
0.012550862848186954,0.058454231018861755,0.04225616064970874,0.007006925963498278,0.05514609340555027,0.06317369713802229,0.0033083722676344324,2.967332363837081
0.012154933063981101,0.058124308807380086,0.04218558824075435,0.007339279816657447,0.05525100769840195,0.06309523193154254,0.003162560483313988,2.9668209882250656
0.013008815327300086,0.05819969180393175,0.04215624908560752,0.007244005243190611,0.05528208075091852,0.06305366644451167,0.0030897395998079197,2.9663865804195773
0.015018072302546096,0.058308044501358396,0.04213914305101523,0.007077604282182057,0.05529067360546171,0.06301490131844353,0.0031460265622845693,2.9662010208583958
