/CAN/AccPedal,/CAN/ENG_Trq_DMD,/CAN/ENG_Trq_ZWR,/CAN/ENG_Trq_m_ex,/CAN/EngineSpeed_CAN,/CAN/OilTemperature1,/CAN/Trq_Indicated,/CAN/VehicleSpeed,/CAN/WheelSpeed_FL,/CAN/WheelSpeed_FR,/CAN/WheelSpeed_RL,/CAN/WheelSpeed_RR
0.0009430023987652345,0.004383483544110986,0.01000770017488524,0.0006999456879496768,0.0015551508110378323,0.010154177672609482,0.0006896005468766953,0.0033737784989276848,0.000542175944869841,0.0027335799473048664,0.0013393225881837278,0.00273225561114325
0.001867272368274834,0.00626229678223926,0.0051192321953568085,0.0033531367611324137,0.002301507583358439,0.010087963890154733,0.003304017845651014,0.0034378799567684887,0.0005732437256742717,0.0027709480943387543,0.0012833673285307448,0.0027565302197037414
0.001913052746447784,0.00458096269562816,0.009643532844359981,0.0017028278212339876,0.002337139462410414,0.01000386525089833,0.0016785156318302186,0.003460241552844287,0.0005857726464389146,0.002811173136698021,0.0013073509038341868,0.0027902730819843735
0.001512790300757367,0.00411265678814135,0.005138571850214706,0.00442913269617165,0.0021917403722747607,0.00995944675298363,0.004420442952685677,0.003463831077183163,0.0005865913514461821,0.0028001147487523304,0.0012984424543967948,0.002782683487240159
0.001305524121416407,0.0036781912664008154,0.006269001969040913,0.0004210807149447049,0.0019399458164701747,0.009970287809649564,0.00040546980908096053,0.0034670615388155968,0.0006017380625986737,0.0028055440481546887,0.0013087042319758421,0.0027983348235799607
0.001218103484115867,0.003786673668354598,0.006552749177623024,0.0003701063619566958,0.0020698170575387184,0.010078496136907394,0.00039546835590950624,0.0034792919937430417,0.0006255649746087291,0.0028543112192649447,0.0012988081940494,0.002824011472039485
0.0013361854688772497,0.0036951248559190103,0.006770272993259406,0.0005933611412136386,0.0016798156894437255,0.01012769892205298,0.0006216496529393711,0.003504536058071356,0.0006514471254461182,0.002893899386370122,0.0012676082495721996,0.0028544344027244817
0.001391408478436735,0.0037589122189285312,0.00692904958770682,0.0007207229924468816,0.00176521519324295,0.010143282940399151,0.000750238517287366,0.003507314270870268,0.0006555646919639974,0.002905343767624559,0.0012583843295673192,0.0028623148227044926
0.0014129339170706155,0.000817353484813349,0.007043193562350197,0.0008083795642463976,0.0019551068894648194,0.010156680080893848,0.0008362236449394878,0.0034961314121060294,0.0006434329123652868,0.0028945942947682657,0.0012648530720528114,0.0028541908687884435
0.001153398350780467,0.008413695981693989,0.010447105743560635,0.004378299685458581,0.0022376812459328904,0.010144458592474509,0.004388848391352895,0.003451727424660156,0.0005984097053946674,0.002830633963867936,0.0013054621362774965,0.0028071852571972186
0.0018304002332918123,0.0027045731148892527,0.009779545142076615,0.00027615632476596375,0.0015816093455999353,0.010171978449793201,0.00026561156594837043,0.003486632455147562,0.0006150899502388937,0.002835098631378735,0.0012563428430393542,0.002818208682878222
0.0012730252410555615,0.003770834191427805,0.008998906517678845,0.000779834862626172,0.0013405435874110222,0.010200991954260136,0.0007998861342664587,0.0034300081148034983,0.0005695694762452574,0.0027845798207260103,0.0012918607290827583,0.0027737397320085344
0.001390727898778192,0.003905692933272531,0.008614692844062827,0.0008498926037276144,0.0011983011442219839,0.010261207054315907,0.0008688023237438391,0.003415346733784602,0.0005571964445069896,0.0027646493779352813,0.0012917142324217479,0.0027603462907851636
0.0014575989614643535,0.004043596156534809,0.008322467325508343,0.0009262459495322228,0.0013052773707960472,0.010307297924336462,0.0009483870143412176,0.0034080252040884496,0.0005508732428867805,0.002755932353204496,0.001290822131889413,0.0027583585783917744
0.0014861904258095977,0.004139415333801813,0.00807087805912432,0.0010169943402421056,0.002051630808955412,0.010350192629792782,0.0010426184972195107,0.0034108387266992835,0.0005527463439817804,0.0027586265719966307,0.0012850139633968222,0.0027673005747400822
0.0014649434195488711,0.0041778655537124815,0.004204111928897643,0.001074175027876878,0.0018721627603015684,0.010383676449744333,0.0011058517250007172,0.003423407473103185,0.0005624971942510062,0.002772510019228111,0.0012739424534427349,0.0027867477355082576
0.0014136347938213112,0.004160272147003541,0.008951589964997203,0.0011033873484707635,0.0006072758602223803,0.010405841474820071,0.0011537286954891313,0.003440374990759096,0.0005865559308341414,0.0028247667430722004,0.0012867242544614549,0.002826671460705095
0.0014471645893300335,0.001076974736928804,0.008172088399535406,0.002078215647059567,0.001003839964962401,0.010467090696581777,0.002049593133221811,0.0034554454891708997,0.0005969319836244477,0.002819645521529572,0.0012506998262641553,0.0028332901264601223
0.0012076808673457083,0.002828570614782866,0.0070338596532711975,0.0003065076748421658,0.001779871940062544,0.01049103814395877,0.0002902369450446529,0.003452326847509582,0.0005942786392589827,0.002814221689248872,0.0012507166094415378,0.002827117577079409
0.0014533706283866923,0.006241072131864825,0.007557315828291472,0.0032453900920951795,0.002544930951898495,0.010485676893209422,0.003249770321748252,0.003468783986051785,0.0006068290226621392,0.002827755178624443,0.0012476259844395737,0.0028337487083524293
0.0017555429000577077,0.00470473285485945,0.007532697810986325,0.0017621734476949147,0.003475214298536096,0.010439123093708952,0.0017743144768043173,0.003498553731130477,0.0006292210033901416,0.0028406973422585996,0.001227260569975193,0.002850111769651692
0.0014603986357459436,0.007354155103109994,0.007515346019831691,0.0046186005840699595,0.003503220025327318,0.010438098699386417,0.004646324308708649,0.0034866652289233108,0.0006222903286476969,0.002826498644889819,0.0012383568012059795,0.0028417859541616103
0.0015509817219390085,0.005481779998946418,0.007770565515416869,0.0026281410168766117,0.002615773446712405,0.010425385905366319,0.0026907842838930773,0.0035095825696298544,0.0006517956649831139,0.0028409836013774323,0.00120823274547157,0.002859579195746656
0.0012906975488222241,0.004990541945219681,0.007891131743975523,0.002094632509879679,0.0027720051223156204,0.010497240319105178,0.0021750339488149084,0.0034833291399205824,0.0006421179041805336,0.0028142741069890204,0.0012036876135260582,0.0028469818772664593
0.0012457166415674459,0.00778021698061182,0.00796617581673656,0.005000032969111751,0.00244058073743858,0.010575697579052717,0.005092669935683913,0.0034710827879863293,0.0006399293873280143,0.0027966448368477864,0.0011840833380916543,0.002843992669150086
0.0014935090712286485,0.0031088005783109496,0.00818491048332997,5.996941828714797e-05,0.001497903032070938,0.010642798570597384,0.00017249366193713978,0.00347800073029772,0.0006485190487416706,0.00278740498647434,0.0011453711038127007,0.0028603558141616983
0.0010939388614890737,0.004385388804884205,0.00798780175531201,0.0014179221735669545,0.0015689378971627983,0.010701598480698266,0.0015347509947249705,0.00342136354599816,0.0006047024637852033,0.0027380846116451044,0.0011698049219056525,0.0028253963784590497
0.0013068199285019913,0.004619176666292621,0.00787758745406747,0.0016240438389627798,0.0015747489589284652,0.01075166036270278,0.0017288077784123612,0.0034004659943323717,0.0005826555813256973,0.002710876215553777,0.001171378518154978,0.0028099941289081443
0.0013902993692720272,0.004788404865346138,0.007726647078551162,0.0018267132002219022,0.001769929334931239,0.010763259540335496,0.001925055657121283,0.0033746263866921977,0.0005530633831527312,0.0026810908883186588,0.0011892244268645602,0.0027919463439072534
0.0014058740528646516,0.004847003016076712,0.0075789325186314885,0.005121608569135405,0.0022822146913422034,0.010754777436765423,0.005217414794158048,0.0033545389867190023,0.0005284456010503369,0.0026573216620681753,0.001208974031427383,0.002777833430351373
0.0013680345504029322,0.007620652185109877,0.007630306476187926,0.0037425976639815506,0.002227679682303054,0.010693376660548176,0.0038399491650737416,0.0033461152728147953,0.0005141965275363217,0.0026206506166009252,0.001218339852588901,0.0027681801263777644
0.0014883746452008066,0.0031649689744986387,0.007578776457320961,1.1170992041786842e-05,0.0014029750754252779,0.01074434881218908,9.663937808165879e-05,0.003358007035558136,0.0005227615292298718,0.0026421168992340066,0.0012060850603697118,0.0027946335545518813
0.001107503662998964,0.004235796052477009,0.007348769565419605,0.0012918079653733705,0.00139435125801856,0.010760840463426041,0.0014021147067143913,0.0033345946009121635,0.0005070574118790361,0.002634829134062558,0.0012181428180589593,0.0027899178736152316
0.0012996979498596899,0.004390986899394017,0.00730612650621057,0.0013302435495899656,0.0012322893653472916,0.010744986372220794,0.0014408143562890108,0.003350437061103509,0.000525383548939759,0.0026563946416921086,0.0012002891672769564,0.0028048028677923123
0.0013802554615091854,0.0015231341794947756,0.007275958002542181,0.0017973918356197216,7.375350979249226e-05,0.010718858897050182,0.0016842597690494565,0.003353486612074172,0.0005331249826760961,0.00266894421906623,0.0012008777921086178,0.002808431925867015
0.0011862922827919758,0.003137473782903605,0.00716431001824655,0.0032112741925316435,0.0008712874139448004,0.010690011597339816,0.0031183291875619135,0.0033192490558150434,0.0005020458076363879,0.0026433727734656715,0.001239081175672417,0.0027757716500743865
