throttl_m1,throttl_m2,throttl_m3,throttl_m4,throttle,throttle_out,yaw,pitch,roll,x,y,z,x_velocity,y_velocity,z_velocity,yaw_angle,pitch_angle,roll_angle,yaw_angle_velocity,pitch_angle_velocity,roll_angle_velocity
0,0,0,0,0,0,-0.00569533,-0.0000290484,-0.00023742,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00568317,-0.0000520304,-0.000231993,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00567201,-0.000057488,-0.000228168,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00564946,-0.0000461462,-0.000196893,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00562766,-0.0000435679,-0.000212904,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00560567,-0.0000377915,-0.00022525,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755366
0,0,0,0,0,0,-0.00557813,-0.0000482815,-0.000216475,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00555165,-0.0000386232,-0.000245873,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0055176,-0.0000599272,-0.000263687,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00548801,-0.0000395065,-0.000244094,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00545017,-0.0000444652,-0.000234533,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00541621,-0.0000581725,-0.000217641,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00538223,-0.0000543518,-0.000199916,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00534756,-0.0000355124,-0.000236923,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00530298,-0.0000385481,-0.000222144,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000124627,-0.00000227182,0.00000209641,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000266597,0.000026888,-0.00000117765,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000404037,0.00000598057,-0.0000159428,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000304326,-0.00000441327,0.0000175408,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000406448,-0.0000123705,0.00000914071,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000337392,0.00000447391,0.0000191033,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000235092,-0.00000256172,0.0000110119,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000326507,-0.00000736892,-0.000000888121,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000437252,0.0000188907,-0.00000948341,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000525723,0.0000100618,-0.00000719072,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000327573,0.00000345332,-0.000022774,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000997926,-0.00000685807,-0.00000179495,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000790558,-0.000000841114,-0.0000284324,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000618239,0.00000328719,0.00000287098,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000473271,0.00000402253,0.000000807621,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000671786,-0.0000328392,0.00000369253,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000820822,-0.0000224899,-0.00000915319,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000791644,0.00000156006,0.00000804715,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000666251,0.0000281166,-0.000022492,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000673872,0.0000152282,-0.00000726848,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.00000972551,0.0000247908,0.00000172582,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.0000119446,-0.0000115166,-0.00000478292,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.0000140191,-0.00000484951,-0.00000169281,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000135008,0.0000246565,0.00000378921,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.000011053,-0.0000170944,-0.0000221369,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000115342,0.0000029516,0.0000123965,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000163601,-0.0000361172,-0.0000138474,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.000011085,-0.000010467,-0.0000203617,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000111308,-0.0000128856,-0.00000910093,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.000013244,0.00000381402,0.00000526101,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00000645603,0.00000687686,0.00000759265,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000151014,-0.00000249926,-0.00000408072,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00000906921,-0.0000171833,-0.0000173422,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000113499,0.00000130918,0.00000118453,0,0,0,0,0,0,0,0,0,-0.0000000000180093,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000127051,-0.0000162008,-0.000027806,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000123688,-0.0000093849,-0.0000366739,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000108999,-0.0000035149,0.0000177695,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000120423,0.000000704537,0.0000136575,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.00000935946,0.00000375995,-0.00000164665,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000191179,0.00000441117,0.0000232623,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000150665,0.00000958909,-0.000010542,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755368
0,0,0,0,0,0,-0.0000160303,-0.0000226781,0.00000660806,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755368
0,0,0,0,0,0,-0.0000125996,-0.0000212504,-0.0000175482,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000140266,-0.00000716424,-0.0000199972,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000140266,-0.0000130719,0.00000229517,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000145307,-0.0000204791,0.00000446904,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000107334,0.0000000353905,0.0000120555,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.000014899,-0.0000173896,-0.0000147683,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000191168,-0.0000094572,-0.00000257631,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000159113,0.0000143577,-0.0000134168,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000199254,-0.00000250292,0.00000950611,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000156319,-0.00000610303,0.00000877862,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000105151,0.00000676543,-0.00000271137,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
0,0,0,0,0,0,-0.0000154577,-0.00000730656,0.0000069633,0,0,0,0,0,0,0,0,0,-0.0000000000180094,-0.0000158946,0.00000755367
